Source Row,Legacy Post ID,Legacy Title,Legacy Slug,Legacy URL,Legacy Status,Decision,Primary Post ID,New Title,Final Slug,Final URL,HUB,Topic Cluster,Primary Keyword,Secondary Keywords,Search Intent,Target Persona,Funnel Stage,Pillar/Supporting,Target Word Count,Direct Answer Question,Product CTA,Internal Link Targets,Featured Image Brief,In-Article Image Briefs,Claim Verification,Priority,Batch,Draft Status,Editorial Notes
78,2784,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center,loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center,https://gcalls.co/loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center/,PUBLISH,REBUILD_KEEP_URL,,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center,loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center,/loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,lợi ích mà giải pháp,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,PILLAR,2000-3000,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
79,2811,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần cuối),call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi,https://gcalls.co/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi/,PUBLISH,REBUILD_KEEP_URL,,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần cuối),call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi,/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,call center điểm khác biệt,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,PILLAR,2000-3000,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần cuối)?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
80,2819,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM",uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm,https://gcalls.co/?p=2819,DRAFT,REBUILD_UPDATE_TOPIC,,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM",uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm,/uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm/,"HUB-03 CRM, Helpdesk và tích hợp","CRM, Helpdesk và tích hợp",ưu nhược điểm mềm quản,TO_BE_SET_AT_AUTHORING,commercial-investigation,IT / Trưởng dự án tích hợp,MOFU,PILLAR,2000-3000,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM?",Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2864 | 2584 | 2621,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
81,2835,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong,https://gcalls.co/?p=2835,DRAFT,REBUILD_UPDATE_TOPIC,,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong,/lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong/,"HUB-03 CRM, Helpdesk và tích hợp","CRM, Helpdesk và tích hợp",liệu salesforce phải mềm crm,TO_BE_SET_AT_AUTHORING,commercial-investigation,IT / Trưởng dự án tích hợp,MOFU,PILLAR,2000-3000,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2864 | 2584 | 2621,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
82,2850,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat,https://gcalls.co/?p=2850,DRAFT,REBUILD_UPDATE_TOPIC,,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat,/uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat/,"HUB-03 CRM, Helpdesk và tích hợp","CRM, Helpdesk và tích hợp",ưu nhược điểm zendesk đâu,TO_BE_SET_AT_AUTHORING,commercial-investigation,IT / Trưởng dự án tích hợp,MOFU,PILLAR,2000-3000,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2864 | 2584 | 2621,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
83,2864,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet,https://gcalls.co/?p=2864,DRAFT,REBUILD_UPDATE_TOPIC,,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet,/phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet/,"HUB-03 CRM, Helpdesk và tích hợp","CRM, Helpdesk và tích hợp",mềm pancake pos tính năng,TO_BE_SET_AT_AUTHORING,commercial-investigation,IT / Trưởng dự án tích hợp,MOFU,PILLAR,2000-3000,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết?,Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2584 | 2621 | 2819,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
84,2883,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,,https://gcalls.co/?p=2883,DRAFT,REBUILD_UPDATE_TOPIC,,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,sapo-pos-la-gi-phan-mem-sapo-pos-co-tot-khong,/sapo-pos-la-gi-phan-mem-sapo-pos-co-tot-khong/,"HUB-03 CRM, Helpdesk và tích hợp","CRM, Helpdesk và tích hợp",sapo pos mềm sapo pos,TO_BE_SET_AT_AUTHORING,informational-definition,IT / Trưởng dự án tích hợp,MOFU,PILLAR,2000-3000,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2864 | 2584 | 2621,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 1,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
85,2904,"Tại sao nói: “Phản hồi của khách hàng của bạn vẫn còn quan trọng đối với doanh nghiệp?""",phan-hoi-cua-khach-hang-cua-ban-van-con-quan-trong-doi-voi-doanh-nghiep,https://gcalls.co/?p=2904,DRAFT,MERGE_INTO_PRIMARY,17894,,,(primary is draft — slug TBD),,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Duplicate of 17894; single primary URL retained
86,2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1,https://gcalls.co/?p=2920,DRAFT,REBUILD_UPDATE_TOPIC,,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1,/36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,mẹo telesales bán hàng thành,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
87,2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),,https://gcalls.co/?p=2930,DRAFT,REBUILD_UPDATE_TOPIC,,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-cuoi,/36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-cuoi/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,mẹo telesales bán hàng thành,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI)?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
88,2958,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian,https://gcalls.co/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,PUBLISH,REBUILD_KEEP_URL,,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian,/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,bán hàng qua điện thoại,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
89,9980,Tai nghe EPOS Sennheiser 30 USB CTRL,tai-nghe-epos-sennheiser-30-usb-ctrl,https://gcalls.co/tai-nghe-epos-sennheiser-30-usb-ctrl/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
90,9991,Tai nghe EPOS Sennheiser SC 60 USB CTRL,tai-nghe-epos-sennheiser-sc-60-usb-ctrl,https://gcalls.co/tai-nghe-epos-sennheiser-sc-60-usb-ctrl/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
91,9992,Tai nghe Jabra Biz 1100QD Mono,tai-nghe-jabra-biz-1100qd-mono,https://gcalls.co/tai-nghe-jabra-biz-1100qd-mono/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
92,9993,Tai Nghe Jabra Biz 1100 QD Duo,tai-nghe-jabra-biz-1100-qd-duo,https://gcalls.co/tai-nghe-jabra-biz-1100-qd-duo/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
93,9994,Tai nghe Jabra Biz 1100 USB Mono,tai-nghe-jabra-biz-1100-usb-mono,https://gcalls.co/tai-nghe-jabra-biz-1100-usb-mono/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
94,9995,Tai nghe Jabra Biz 1100 USB Duo,tai-nghe-jabra-biz-1100-usb-duo,https://gcalls.co/tai-nghe-jabra-biz-1100-usb-duo/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
95,9996,Tai nghe Logitech H340,tai-nghe-logitech-h340,https://gcalls.co/tai-nghe-logitech-h340/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
96,10727,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang,https://gcalls.co/?p=10727,DRAFT,REBUILD_UPDATE_TOPIC,,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang,/9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,quy tắc giao tiếp qua,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,PILLAR,2000-3000,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,13378 | 13409 | 13426,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
97,10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,,https://gcalls.co/?p=10728,DRAFT,REBUILD_UPDATE_TOPIC,,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,dich-vu-khach-hang-chu-dong-chien-luoc-va-gia-tri-doi-voi-doanh-nghiep,/dich-vu-khach-hang-chu-dong-chien-luoc-va-gia-tri-doi-voi-doanh-nghiep/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,dịch vụ khách hàng chủ,TO_BE_SET_AT_AUTHORING,transactional,Chủ doanh nghiệp / Quản lý,TOFU,PILLAR,2000-3000,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp?,Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P2,Batch 10,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
98,10729,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat,https://gcalls.co/?p=10729,DRAFT,REBUILD_UPDATE_TOPIC,,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat,/lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,làm tạo cuộc khảo sát,TO_BE_SET_AT_AUTHORING,informational-general,Quản lý CSKH,TOFU,PILLAR,2000-3000,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
99,10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan,https://gcalls.co/?p=10730,DRAFT,REBUILD_UPDATE_TOPIC,,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan,/huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,hướng dẫn bước xử lý,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,PILLAR,2000-3000,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
100,10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,,https://gcalls.co/?p=10731,DRAFT,REBUILD_UPDATE_TOPIC,,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,khach-hang-tu-phuc-vu-va-cac-vi-du-ve-loai-hinh-trang-web-self-service,/khach-hang-tu-phuc-vu-va-cac-vi-du-ve-loai-hinh-trang-web-self-service/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,khách hàng tự phục vụ,TO_BE_SET_AT_AUTHORING,informational-general,Quản lý CSKH,TOFU,PILLAR,2000-3000,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
101,10732,Ebook: Bí quyết telesales hiệu quả,ebook-bi-quyet-telesales-hieu-qua,https://gcalls.co/?p=10732,DRAFT,MANUAL_DECISION,,,,PENDING_DECISION,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-Vietnamese body; needs human call on retire vs re-scope
102,10733,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,cuoc-goi-tiep-thi-qua-dien-thoai-la-gi,https://gcalls.co/cuoc-goi-tiep-thi-qua-dien-thoai-la-gi/,PUBLISH,REBUILD_KEEP_URL,,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,cuoc-goi-tiep-thi-qua-dien-thoai-la-gi,/cuoc-goi-tiep-thi-qua-dien-thoai-la-gi/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,cuộc gọi tiếp thị qua,TO_BE_SET_AT_AUTHORING,informational-definition,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
103,10734,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang,https://gcalls.co/cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang/,PUBLISH,REBUILD_KEEP_URL,,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang,/cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,tiếp thị qua điện thoại,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
